Name, Email
Dj Society, kcldjsociety@gmail.com
Doctor Who Society, kcldoctorwhosociety@gmail.com
East African Society, kcleastafricansoc@gmail.com
Economics And Finance Society, kingsefs@gmail.com
Ecosoc Society, ecosockcl@gmail.com
Egyptian Society, kclegysoc@outlook.com
Emergency Medicine Society, info@kclems.co.uk
Enactus Kcl Society, president@enactuskcl.org
Endocrinology Society, kclendosoc@gmail.com
Engineering Society, engineeringsoc.kcl@gmail.com
Entrepreneurs Society, general@kingsentrepreneurs.com
Estonian Society, kclestsoc@gmail.com
European Law Students Association Society, kcl@uk.elsa.org
European Society, europeansociety.kcl@gmail.com
Extended Medical Degree Programme Society, extendedmedicinesociety@gmail.com
Ex-Yugoslavia Society, kclexyusociety@yahoo.com
Fashion Society, kclfashionsoc@gmail.com
Film Society, kclfilmsociety@gmail.com
Finnish Society, kclfinnishsociety@gmail.com
Fintech (Financial Technology) Society, kclfintechsociety@outlook.com
First Aid Africa Society, kcl@firstaidafrica.com
Foodie Society, kclofficialfoodies@gmail.com
French Society, kclfrenchsociety@gmail.com
Friends Of Médecins Sans Frontières Society, kclmsf@hotmail.co.uk
Gaming And Esports (Kclge) Society, kclvideogaming@gmail.com
Gastro Society, info@kclgastro.com
Generations Together Society, generationstogetherldn@gmail.com
Genetics Society, kclgeneticssoc@gmail.com
Geography Society, geogon.kcl@gmail.com
Geopolitical Risk Society, kclgpris@gmail.com
German Society, germansoc@gmail.com
Gilbert And Sullivan Society, kclgilbertandsullivan@gmail.com
Gkt Music Society, gktmusicsoc@gmail.com
Gkt Musical Theatre Society, GKTmusicaltheatre@gmail.com
Global Brigades Society, kclglobalbrigades@gmail.com
Global Health Society, KCLGlobalHealthSoc@gmail.com
Gp Society, kclmsgpsoc@gmail.com
Graduate Entry Medicine (Gems) Society, GPEPsociety@gmail.com
Graphic Design Society, kcl.graphicdesign@gmail.com
Gulf Cooperation Council (Gcc) Society, k1893333@kcl.ac.uk
Harry Potter Society, HPSocKCL@outlook.com
Health Humanities Society, healthhumanitieskcl@gmail.com
'NoneType' object is not subscriptable
Henna Society, kclhennasoc@gmail.com
Her Campus Society, kcl@hercampus.com
History Society, kclhistorysoc@gmail.com
Hot Chocolate Society, kclhotchocsoc@gmail.com
Hungarian Society, hungariansociety.kings@gmail.com
Ihsan Society, kclihsansociety@gmail.com
India Society, indiasoc@gmail.com
Indonesian Society, kcl.indosoc@gmail.com
Indo-Pak Development Forum Society, kclipdf@gmail.com
Infection And Immunity Society, KCLinfectiousImmunity@gmail.com
Innovation Forum Society, kclinnovationforum@gmail.com
Intersectional Feminist Society, kclfemsoc@gmail.com
Investment Banking Society, contact@kbfs.org.uk
Iranian Society, kcl.iransoc@gmail.com
'NoneType' object is not subscriptable
Islamic Society, contact@kclisoc.org
Ispor Student Chapter At King'S College London Society, isporkcl@gmail.com
Israel Society, kclisrael@gmail.com
Italian Society, hello@kclitalians.com
'NoneType' object is not subscriptable
Japan Society, kcljapansociety@gmail.com
Jazz Society, kcljazzsociety@gmail.com
Jewish Society, kcljsoc@gmail.com
Kashmir Solidarity Movement Society, kcl.kashmirsolidarity@gmail.com
Kcl Anglo-French Medical Society, afmskcl@gmail.com
Kcl Bhangra Society, kclbhangrasoc@gmail.com
'NoneType' object is not subscriptable
Kcl Climate Action Society, kcl.climateaction@gmail.com
Kcl Crohn'S And Colitis Society, kclcrohnsandcolitis@gmail.com
Kcl Ear, Nose And Throat (Ent) Society, kcl.entsoc@gmail.com
'NoneType' object is not subscriptable
Kcl Filipino Society, kclfilipinosociety@outlook.com
Kcl Hindu Society, kclhindusociety@gmail.com
Kcl Irish Society, kclirishsociety@gmail.com
Kcl Journal Society, kcljournal@gmail.com
Kcl Liberal Democrats Society, kingsliberaldemocrats@gmail.com
Kcl Luxury Lager Society, kclluxurylager@gmail.com
Kcl Marrow Society, kings@ukmarrow.org
Kcl Medical Genetics Society, kclmedgensoc@gmail.com
Kcl Ophthalmology Society, ophthalmologykcl@gmail.com
Kcl Pathology Society, kclpathsoc@gmail.com
Kcl Photography Society, info@kclsuphotosoc.co.uk
Kcl Physiology Society, kclphysiologysociety@gmail.com
Kcl Plant Society, kclplantsociety@outlook.com
Kcl Prass (Plastic, Reconstructive And Aesthetic Surgery ) Society, kclprass@gmail.com
Kcl Radio Society, station.manager@kclradio.co.uk
Kcl Sexpression Society, kcl@sexpression.org.uk
Kcl Skateboarding Society, Kclskateboarding@gmail.com
Kcl Students For Strays Society, maria.darivaki@kcl.ac.uk
Kcl Toastmasters Club Society, kcltoastmasters@gmail.com
'NoneType' object is not subscriptable
Kcl Uni Boob Team Society, ubt.kings@gmail.com
'NoneType' object is not subscriptable
Kcl Womxn In Physics Society, kcl.wip@gmail.com
Kclid - International Development Society, idsockcl@gmail.com
King'S Aesthetic Dentistry (Kads) Society, curran.patel@kcl.ac.uk
King'S Beat Society, kingsbeatsociety@gmail.com
'NoneType' object is not subscriptable
King'S Connect Society, president.kingsconnect@gmail.com
King'S Diplomacy Society, kingscollegelondondiplomacy@gmail.com
King'S Global Markets Society, Kingsmarkets@outlook.com
King'S Gospel Society, kingsgospelsociety@outlook.com
King'S Impact Investing Society, kcl.impact@gmail.com
King'S Information Technology And Intellectual Property Law (Kiips) Society, hi@kiipsoc.com
King'S Lgbt+ Society, lgbtqkcl@gmail.com
King'S Literary Society, kingsenglishliterarysociety@gmail.com
King'S Medtech Society, kingsmedtechsoc@gmail.com
King'S Musical Theatre Society, kingsmusicaltheatresociety@gmail.com
King'S Opera Society, kingscollegeopera@gmail.com
King'S Oral And Maxillofacial (Koams) Society, koamskcl@gmail.com
King'S Players Society, kclkingsplayers@gmail.com
King'S Poetry Society, kclpoetry@gmail.com
King'S Real Estate And Property (Kreps) Society, info@kreps.club
King'S Shakespeare Company Society, kingsshakespearecompany@gmail.com
King'S Somali Society, kclsomalisociety@gmail.com
King'S Takes On Cancer Society, Ktocsociety@gmail.com
King'S Think Tank Society, contact@kingsthinktank.org
Kingstv Society, contact@kingstv.london
Knit'S College London Society, knitscollegelondon@gmail.com
Korean Hallyu Society, kclhallyu@gmail.com
Krishna Consciousness Society, kingskcsociety@gmail.com
Kurdish Society, kclkurdishsociety@outlook.com
Labour Society, labourkcl@gmail.com
Latin American Society, latam.kcl@gmail.com
Lawyers Without Borders Society, lwobkcl@gmail.com
Lebanese Society, kcllebsoc@gmail.com
Liberal Arts Society, liberal.arts.kcl@gmail.com
Libertarian Society, kcllibertariansociety@gmail.com
Lifestyle Medicine Society, lifemedsoc@gmail.com
Linguistics Society, kcllinguisticssociety@gmail.com
Links First Aid Society, simran.bharj@sja.org.uk
Malaysian Society, kclmsoc@gmail.com
Mandarin Debating Society, kclmandarindebate@gmail.com
Marketing, Advertising And Pr Society, MAPSKCL@gmail.com
Marxist Society, kclmarxsoc@gmail.com
Maternal Aid Association Society, jessica.faria@kcl.ac.uk
Maxwell (Physics ) Society, MaxwellSociety@outlook.com
Medical Education And Research Journals Society, kclmerj@gmail.com
Medical Ethics Society, kclmes@outlook.com
Medical Students' Association (Msa) Society, msa@kcl.ac.uk
Meditation Society, kclmeditation@gmail.com
Mexican Society, kclmexicansociety@gmail.com
Minorities And Philosophy Society, mapforthegap.kcl@gmail.com
Modern Music Society, kclmodmusoc@gmail.com
Nepalese Society, kclnepsoc@gmail.com
Neuroscience Society, kclneurosociety@gmail.com
Neurosurgery Society, kclneurosurgicalsociety@gmail.com
'NoneType' object is not subscriptable
North African Society, kclnasoc@outlook.com
Nucleus Magazine Society, the.nucleus.magazine@gmail.com
Nursing & Midwifery Society, kclnursingandmidwiferysociety@gmail.com
Nutrition And Dietetic Society, kingsnutritionanddieteticssoc@gmail.com
Obstetrics & Gynaecology Society, kclobg@gmail.com
Oncology Society, kcloncologysoc@gmail.com
Open Minds Society, kclopenminds@gmail.com
Osce Society, oscesociety@gmail.com
Overseas Christian Fellowship (Ocf) Society, Ocflondon@gmail.com
Paediatric Society, getinvolved@kclpaediatrics.com
Pakistani Society, kclpakistanisoc@gmail.com
Pharmacy Society, kclpharmacysociety@gmail.com
Philosophy Society, philsockcl@gmail.com
Philosophy, Politics And Economics (Ppe) Society, office@kclppe.com
Physiotherapy Society, kclphysiosoc@gmail.com
Polish Society, committee@kclpolish.org
Political Economy Society, prkclpoliticaleconomysoc@gmail.com
Politics Society, kclpolitics@gmail.com
Portuguese Society, contact@kclporsoc.com
Post Graduate Law Society, kclpgls@gmail.com
Probono Society, kclprobonosoc@gmail.com
Psychology Society, kclpsychologysociety@gmail.com
Public Awareness And Social Service (Pass) Society, contact@kclpass.com
Punjabi Soc Society, kingspunjabisociety@gmail.com
Radiology Society, kclradiologysociety@gmail.com
Rag (Raising And Giving) Society, rag@kcl.ac.uk
Rapsoc Society, kclrapsoc@gmail.com
Reproductive And Sexual Health Society, rsh.kcl@gmail.com
Roar News Society, editor@roarnews.co.uk
Robotics Society, roboticsKCL@gmail.com
Rock And Metal Music Society, kingsrockmetal@gmail.com
Romanian And Moldovan Society, rosockcl@gmail.com
Run & Protect Society, runandprotectkcl@gmail.com
Running-A-Mock Society, runningamockimprov@gmail.com
Russian Speaking Society, commitee_kcl_rss@yahoo.com
Saudi Society, saudisocietykcl@gmail.com
Sikh Society, kingssikhs@gmail.com
Singapore Society, kclsingsoc@gmail.com
South Asia Development Society, southasiakcl@gmail.com
South Asian Relief Society, sarsoc19@gmail.com
Space Society, kclspacesociety@gmail.com
Spanish Society, hispanicsocietykcl@gmail.com
Splas (Spanish, Portuguese And Latin American Studies) Society, kcl.splassoc@gmail.com
Sport And Exercise Medicine Society, semsockcl@gmail.com
Sri Lankan Society, kclsrilankansociety@gmail.com
Star (Student Action For Refugees) Society, kclstar@live.co.uk
Strand Magazine Society, contact@thestrandmagazine.com
Streetdoctors Society, southlondon@streetdoctors.org
Streetlaw Society, KCLStreetlaw@kcl.ac.uk
Students For Global Health Kcl Society, kcl@studentsforglobalhealth.org
Students4Syria Society, students4syria@gmail.com
Sudanese Society, kclsudanesesoc@outlook.com
Surgical Society, kclsurgicalsociety@gmail.com
'NoneType' object is not subscriptable
Tamil Society, kcltamilsoc@gmail.com
Team Orange Society, 10iremmouche@gmail.com
Tech Society, contact@kcltech.com
Tedx Kcl Club Society, tedxkclclub@gmail.com
Thai Society, kclthaisoc@gmail.com
The Edit. Society, theeditpublication@gmail.com
The Fine Wine Society, kcl.finewinesociety@gmail.com
The International Of Behavioural Economics Society, theisbekcl@gmail.com
The Review Society, magazine.thereview@gmail.com
The Rolling Tones Society, TheRollingTones@outlook.com
'NoneType' object is not subscriptable
Theology & Religious Studies (Trs) Society, daniels.appenteng@kcl.ac.uk
Thinkmental Society, thinkmentalsoc@gmail.com
Trauma And Orthopaedics Society, kclortho@gmail.com
Turkish Society, kclturkishsociety@gmail.com
Uae Society, uaeskcl@gmail.com
Ukulele Society, kclukulele@gmail.com
Un World Food Society, kclworldfood@gmail.com
Unicef On Campus Society, unicefkcl@gmail.com
United Nations Association Society, kclunitednationsassociation@gmail.com
Universal Knowledge Society, universal.knowledge.society@outlook.com
Vegetarian & Vegan Society, kclvegsoc@hotmail.com
Vietnamese Society, vietsoc.kcl@gmail.com
War Studies Society, kingswarstudiessoc@gmail.com
Wholesome Society, wholesomesoc@gmail.com
Wilderness Medicine Society, kclwms@gmail.com
Women & Politics Society, womenpolitics.kcl@gmail.com
Women For Women International Society, womenforwomenint_kcl@outlook.com
Women In Business And Finance Society, committee@kclwibf.com
Women In Leadership Society, kcl.womeninleadership@gmail.com
Women In Medicine Society, kclwim@gmail.com
Women Of The Wohl Society, womenofthewohl@kcl.ac.uk
Womxn In Stem Society, contact@kclwomeninstem.co.uk
