Name, Email
Dcl, latinodance@guild.bham.ac.uk
Debating, debating@guild.bham.ac.uk
Deeper Life, deeperlife@guild.bham.ac.uk
Dental Society, dental@guild.bham.ac.uk
Devil’S Advocate Society, lunar@guild.bham.ac.uk
Doctor Who, doctorwho@guild.bham.ac.uk
Drag, drag@guild.bham.ac.uk
Drone, studentgroups@guild.bha
East African, eastafrican@guild.bham.ac.uk
East Detective, detect@guild.bham.ac.uk
Ecce Homo Society, studentgroups@guild.bha
Econsoc, econsoc@guild.bham.ac.uk
Education, educationsoc@guild.bham.ac.uk
Eese, eese@guild.bham.ac.uk
Egyptian, egyptian@guild.bham.ac.uk
Elsa, birmingham@uk.elsa.org
Enactus, enactus@guild.bham.ac.uk
Energy, energy@guild.bham.ac.uk
Engineers Without Borders, ewb@guild.bham.ac.uk
Esports, esports@guild.bham.ac.uk
Eurovision, eurovision@guild.bham.ac.uk
Fashion, fashion@guild.bham.ac.uk
Filipino, filipino@guild.bham.ac.uk
Filmsoc, filmsoc@guild.bham.ac.uk
First Aid Society - Sja Links, links@guild.bham.ac.uk
First Love, firstlove@guild.bham.ac.uk
Folk, folk@guild.bham.ac.uk
Footnotes Comedy, comedy@guild.bham.ac.uk
Franco-African, franco-african@guild.bham.ac.uk
Francophile, francophile@guild.bham.ac.uk
Freedom From Torture, fft@guild.bham.ac.uk
Friends International, friendsinternational@guild.bham.ac.uk
Friends Of Cancer Research Uk, cancerresearch@guild.bham.ac.uk
Friends Of Irise, irise@guild.bham.ac.uk
Game Of Thrones, got@guild.bham.ac.uk
Games Development, gds@guild.bham.ac.uk
German, german@guild.bham.ac.uk
Ghanaian, ghanaian@guild.bham.ac.uk
Gilbert And Sullivan, gns@guild.bham.ac.uk
Gin, gin@guild.bham.ac.uk
Girl Up, girlup@guild.bham.ac.uk
Global Goals, goals@guild.bham.ac.uk
Gluten Free, glutenfree@guild.bham.ac.uk
Gmtg, gmtg@guild.bham.ac.uk
Gospel Choir, gospelchoir@guild.bham.ac.uk
Green, green@guild.bham.ac.uk
Growing In Faith And Truth, gift@guild.bham.ac.uk
Guild Tv, hello@guildtv.co.uk
Habesha, studentgroups@guild.bha
Harry Potter, pottersoc@guild.bham.ac.uk
Headucate, headucate@guild.bham.ac.uk
Healthbridge, healthbridge@guild.bham.ac.uk
Hellenic And Cypriot, hellenic@guild.bham.ac.uk
Help The Homeless, homeless@guild.bham.ac.uk
Hestia, hestia@guild.bham.ac.uk
Hindu, hindu@guild.bham.ac.uk
Hip Hop, hiphop@guild.bham.ac.uk
History, history@guild.bham.ac.uk
History Of Art, historyofart@guild.bham.ac.uk
Hong Kong Cultural, hongkongcultural@guild.bham.ac.uk
Hong Kong Pass, hongkong@guild.bham.ac.uk
Hse, hse@guild.bham.ac.uk
Hummus, hummus@guild.bham.ac.uk
Hungarian, hungary@guild.bham.ac.uk
Inclusive Christians, ics@guild.bham.ac.uk
Indian, indiancultural@guild.bham.ac.uk
Indonesian, indonesian@guild.bham.ac.uk
Infinity Stage Company, infinity@guild.bham.ac.uk
Insulin Appreciation, insulinappreciation@guild.bham.ac.uk
International Development Society, development@guild.bham.ac.uk
Intervol, birmingham@intervol.org.uk
Investment, investment@guild.bham.ac.uk
Irish, irish@guild.bham.ac.uk
Isa, isa@guild.bham.ac.uk
Islamic, islamic@guild.bham.ac.uk
Israel, israel@guild.bham.ac.uk
Italian, italian@guild.bham.ac.uk
Japan, japan@guild.bham.ac.uk
Jazz Funk And Soul, jfs@guild.bham.ac.uk
Jewish, jewish@guild.bham.ac.uk
Kabaddi, kabaddi@guild.bham.ac.uk
Karaoke, karaoke@guild.bham.ac.uk
Kase: Knowledge And Skills Exchange, kase@guild.bham.ac.uk
Kcover, kcover@guild.bham.ac.uk
Kickboxing, kickboxing@guild.bham.ac.uk
Kiddies Support Scheme (Kiss), kiss@guild.bham.ac.uk
Kids Adventure, kidsadventure@guild.bham.ac.uk
Korean, koreansoc@guild.bham.ac.uk
Krishna Consciousness, krishna@guild.bham.ac.uk
Labour, labour@guild.bham.ac.uk
Larp, larp@guild.bham.ac.uk
Latin American, latinamerican@guild.bham.ac.uk
Law For Non-Law, law4nonlaw@guild.bham.ac.uk
Lgbtq, lgbtq@guild.bham.ac.uk
Liberal Arts And Natural Sciences, lassoc@guild.bham.ac.uk
Liberal Democrats, libdem@guild.bham.ac.uk
Life Ambassadors, lifeambassadors@guild.bham.ac.uk
Linguist, linguist@guild.bham.ac.uk
Lithuanian, lithuanian@guild.bham.ac.uk
Live Art, liveart@guild.bham.ac.uk
Live At Home, liveathome@guild.bham.ac.uk
Lum Soc, livemusic@guild.bham.ac.uk
Magic, magic@guild.bham.ac.uk
Make A Wish, makeawish@guild.bham.ac.uk
Malayalee, malayalee@guild.bham.ac.uk
Malaysian, malaysia@guild.bham.ac.uk
Marketing, marketingsociety@guild.bham.ac.uk
Marrow, birmingham@ukmarrow.org
Marxist, studentgroups@guild.bha
Mastermind, mastermind@guild.bham.ac.uk
Match Of The Day, motd@guild.bham.ac.uk
Mathsoc, mathsoc@guild.bham.ac.uk
Mds Postgrads, mdspostgrads@guild.bham.ac.uk
Mental Health And Well-Being, mhawbs@guild.bham.ac.uk
Metal, metal@guild.bham.ac.uk
Microloan Foundation, microloan@guild.bham.ac.uk
Middle Earth, middleearth@guild.bham.ac.uk
Mixed Martial Arts, mma@guild.bham.ac.uk
Modern Languages, modernlanguages@guild.bham.ac.uk
Modern Pentathlon, pentathlon@guild.bham.ac.uk
Monday Night Club, mnc@guild.bham.ac.uk
Mooting, mooting@guild.bham.ac.uk
Mountaineering, ubmc@guild.bham.ac.uk
Muay Thai Boxing, muaythaiboxing@guild.bham.ac.uk
Navigators, navigators@guild.bham.ac.uk
Nepalese, nepalese@guild.bham.ac.uk
Nerdsoc, nerdsoc@guild.bham.ac.uk
Neuroscience, neuroscience@guild.bham.ac.uk
Nigerian, nigerian@guild.bham.ac.uk
Nightline, nightline@guild.bham.ac.uk
North American Cultural Society, nacs@guild.bham.ac.uk
Northern, northern@guild.bham.ac.uk
Nursing Society, nursing@guild.bham.ac.uk
Occult And Paranormal, occult@guild.bham.ac.uk
Omani, omani@guild.bham.ac.uk
Oriental, oriental@guild.bham.ac.uk
Ostem, ostem@guild.bham.ac.uk
Oxfam Outreach, oxfamoutreach@guild.bham.ac.uk
Pakistan, pakistan-soc@guild.bham.ac.uk
Panto, panto@guild.bham.ac.uk
Parkour, parkour@guild.bham.ac.uk
Pasta, pasta@guild.bham.ac.uk
Pentecost Students, pentecostal@guild.bham.ac.uk
Pgmsa, pgmsa@guild.bham.ac.uk
Phab, phab@guild.bham.ac.uk
Pharmaceutical, pharmsoc@guild.bham.ac.uk
Philosophy, philosophy@guild.bham.ac.uk
Photosoc, photosoc@guild.bham.ac.uk
Physiosoc, physiosoc@guild.bham.ac.uk
Planning, planning@guild.bham.ac.uk
Poker, poker@guild.bham.ac.uk
Pokesoc, pokesoc@guild.bham.ac.uk
Pole Fitness, polefitness@guild.bham.ac.uk
Polish, polish@guild.bham.ac.uk
Politics, politics@guild.bham.ac.uk
Portuguese, studentgroups@guild.bha
Powerlifting, powersoc@guild.bham.ac.uk
Ppe, ppe@guild.bham.ac.uk
Psychedelics Research, Psychedelics@guild.bham.ac.uk
Psychology, psychosoc@guild.bham.ac.uk
Punjabi, punjabi@guild.bham.ac.uk
Radical Youth, radicalyouth@guild.bham.ac.uk
Railway, railway@guild.bham.ac.uk
Real Ale And Cider, realale@guild.bham.ac.uk
Redbrick, editor@redbrick.me
Renew, renew@guild.bham.ac.uk
Rock, rocksoc@guild.bham.ac.uk
Romanian, romanian@guild.bham.ac.uk
Russian-Speaking, russian@guild.bham.ac.uk
Satnav, satnav@guild.bham.ac.uk
Saturday Morning Playscheme, smps@guild.bham.ac.uk
Saudi, saudi@guild.bham.ac.uk
Save A Child'S Heart, sach@guild.bham.ac.uk
Scandi Society, scandi@guild.bham.ac.uk
Scouts And Guides, busag@guild.bham.ac.uk
Selly Oak Playscheme, sops@guild.bham.ac.uk
Sexpression, birmingham@sexpression.org.uk
Shakespeare, shakespeare@guild.bham.ac.uk
Sherlock Holmes, sherlock@guild.bham.ac.uk
Shocksoc, Shocksoc@guild.bham.ac.uk
Sickle Cell Awareness, sicklecell@guild.bham.ac.uk
Sign Language, signlanguage@guild.bham.ac.uk
Sikh, sikh@guild.bham.ac.uk
Silent Film, silentfilm@guild.bham.ac.uk
Singaporean, singapore-soc@guild.bham.ac.uk
Skydiving, skydiving@guild.bham.ac.uk
Sober Socials, sobersocials@guild.bham.ac.uk
Social Introverts, Introverts@guild.bham.ac.uk
Sociology, sociology@guild.bham.ac.uk
Somali, somali@guild.bham.ac.uk
Spanish, spanish@guild.bham.ac.uk
Spc, studentparent@guild.bham.ac.uk
Speak Out, speakout@guild.bham.ac.uk
Spex, spex@guild.bham.ac.uk
Sri Lankan, srilankan@guild.bham.ac.uk
St Mary'S Hospice, stmarys@guild.bham.ac.uk
Stand Up To Racism, studentgroups@guild.bha
Star, star@guild.bham.ac.uk
Startup, startup@guild.bham.ac.uk
Student Exchange, studentexchange@guild.bham.ac.uk
Students For Justice In Palestine, palestine@guild.bham.ac.uk
Sudanese Society, sudanese@guild.bham.ac.uk
Tabletop Gaming, ttgaming@guild.bham.ac.uk
Taiwanese, taiwanese@guild.bham.ac.uk
Tamil, tamil@guild.bham.ac.uk
Tea, tea@guild.bham.ac.uk
Thai, thai@guild.bham.ac.uk
The Autism Play Project, tapp@guild.bham.ac.uk
Theology And Religion, theologyandreligion@guild.bham.ac.uk
Threebugs Fringe, fringe@guild.bham.ac.uk
Toastmasters, toastmasters@guild.bham.ac.uk
Trading Floor, tradingfloor@guild.bham.ac.uk
Tuition Scheme, tuitionscheme@guild.bham.ac.uk
Turkish, turkish@guild.bham.ac.uk
Ubcu, ubcu@guild.bham.ac.uk
Underground, underground@guild.bham.ac.uk
Unicef On Campus, unicef@guild.bham.ac.uk
United Nations, unysa@guild.bham.ac.uk
Uob Sing!, sing@guild.bham.ac.uk
Uob Social Work Society, socialworksoc@guild.bham.ac.uk
Urban Lawyers, urbanlawyers@guild.bham.ac.uk
Valefest, valefestival@guild.bham.ac.uk
Vegetarian And Vegan, vegesoc@guild.bham.ac.uk
Vietnamese, vietnamese@guild.bham.ac.uk
Vinyl, vinyl@guild.bham.ac.uk
Watch This, watchthis@guild.bham.ac.uk
Wayfarers, wayfarers@guild.bham.ac.uk
Weightlifting, weightlifting@guild.bham.ac.uk
Welsh, welsh@guild.bham.ac.uk
Whisky, whisky@guild.bham.ac.uk
Wilderness Medicine, brumwilderness@gmail.com
Wine, winesoc.uob@gmail.com
Women In Finance, womeninfinance@guild.bham.ac.uk
Women In Politics, womeninpolitics@guild.bham.ac.uk
Women'S Association, womens@guild.bham.ac.uk
Writer'S Bloc, writersbloc@guild.bham.ac.uk
Yoga, yoga@guild.bham.ac.uk
