Name, Email
Kcl Journal, kcljournal@gmail.com
Kcl Liberal Democrats, kingsliberaldemocrats@gmail.com
Kcl Mallu Society, kclmallusoc@gmail.com
Kcl Marrow, kings@ukmarrow.org
Kcl Medical Genetics Society, kclmedgensoc@gmail.com
Kcl Negotiation Society, kclnegotiationsoc@gmail.com
Kcl Nutritank Society, nutritanksockcl@gmail.com
Kcl Ophthalmology Society, ophthalmologykcl@gmail.com
Kcl Photography Society, info@kclsuphotosoc.co.uk
Kcl Physiology Society, kclphysiologysociety@gmail.com
Kcl Plant Society, kclplantsociety@outlook.com
Kcl Political Economy Society, kclpoleconsociety@gmail.com
Kcl Polyglot Society, Kclpolyglotsoc@gmail.com
Kcl Prass (Plastic Reconstructive And Aesthetic Surgery Society), kclprass@gmail.com
Kcl Qazaq Society, Qazaq.kcl.society@gmail.com
Kcl Radio, station.manager@kclradio.co.uk
Kcl Rock And Metal Music, kingsrockmetal@gmail.com
Kcl Sexpression, kcl@sexpression.org.uk
Kcl Skateboarding Society, Kclskateboarding@gmail.com
Kcl Social Ventures, Kingssocialventures@gmail.com
Kcl Space, kclspacesociety@gmail.com
Kcl St John Ambulance Society, kcl@sja.org.uk
Kcl Students For Strays, maria.darivaki@kcl.ac.uk
Kcl Swarang, swarang.kcl@gmail.com
Kcl Swiss Society, kcl.swiss.society@gmail.com
Kcl Turkic Society, kclturkicsociety@gmail.com
Kcl Uni Boob Team, ubt.kings@gmail.com
Kcl Urology Society, kclurosoc@gmail.com
Kcl Whisky Society, kclwhisky@outlook.com
Kcl Womxn In Physics, kcl.wip@gmail.com
Kcl Africa Futures Forum, kcl.africafutures@gmail.com
Kclid - International Development Society, idsockcl@gmail.com
King’S College London Political Theory Association, politicaltheoryinst@gmail.com
King’S Intramural Sports Society, kcl.intramural.sports@gmail.com
King'S Beat, kingsbeatsociety@gmail.com
King'S Connect, president.kingsconnect@gmail.com
King'S Diplomacy Society, kingscollegelondondiplomacy@gmail.com
King'S Gavel Club, contact.kingsgavelclub@gmail.com
King'S Global Markets, Kingsmarkets@outlook.com
King'S Gospel Society, kingsgospelsociety@outlook.com
King'S Impact Investing, kcl.impact@gmail.com
King'S Information Technology And Intellectual Property Law Society (Kiips), hi.kiipsoc@gmail.com
King'S Lgbt+ Society, lgbtqkcl@gmail.com
King'S Literary Society, kingsenglishliterarysociety@gmail.com
King'S Medtech Society, kingsmedtechsoc@gmail.com
King'S Musical Theatre Society, kingsmusicaltheatresociety@gmail.com
King'S Opera Society, kingscollegeopera@gmail.com
King'S Players Society, kclkingsplayers@gmail.com
King'S Poetry Society, kclpoetry@gmail.com
King'S Poker Society, kingspokersociety@gmail.com
King'S Real Estate And Property Society (Kreps), info@kreps.club
King'S Shakespeare Company, kingsshakespearecompany@gmail.com
King'S Speakers Club, kcltoastmasters@gmail.com
King'S Takes On Cancer, Ktocsociety@gmail.com
King'S Think Tank, contact@kingsthinktank.org
Kingstv Society, contact@kingstv.london
Korean Hallyu, kclhallyu@gmail.com
Krishna Consciousness Society, kingskcsociety@gmail.com
Kurdish Society, kclkurdishsociety@outlook.com
Labour Society, labourkcl@gmail.com
Latin American Society, latam.kcl@gmail.com
Lawyers Without Borders Society, lwobkcl@gmail.com
Lebanese Society, kcllebsoc@gmail.com
Liberal Arts Society, liberal.arts.kcl@gmail.com
Libertarian Society, kcllibertariansociety@gmail.com
Lifestyle Medicine Society, lifemedsoc@gmail.com
Linguistics Society, kcllinguisticssociety@gmail.com
Lithuanian Society, litsockcl@gmail.com
Malaysian Society, kclmsoc@gmail.com
Mandarin Debating Society, kclmandarindebate@gmail.com
Marketing Advertising And Pr Society, MAPSKCL@gmail.com
Marxist Society, kclmarxsoc@gmail.com
Maternal Aid Association, jessica.faria@kcl.ac.uk
Maxwell (Physics Society), MaxwellSociety@outlook.com
Medical Education And Research Journals Society, kclmerj@gmail.com
Medical Ethics Society, kclmes@outlook.com
Medical Students' Association (Msa), msa@kcl.ac.uk
Meditation Society, kclmeditation@gmail.com
Medlife, medlifekcl@gmail.com
Memon Society, kclmemsoc@gmail.com
Mexican Society, kclmexicansociety@gmail.com
Minorities And Philosophy Society, mapforthegap.kcl@gmail.com
Modern Music Society, kclmodmusoc@gmail.com
Nepalese Society, kclnepalsoc@gmail.com
Neuroscience Society, kclneurosociety@gmail.com
Neurosurgery Society, kclneurosurgicalsociety@gmail.com
North African Society, kclnasoc@outlook.com
Nursing And Midwifery Society, kclnursingandmidwiferysociety@gmail.com
Nutrition And Dietetic Society, kingsnutritionanddieteticssoc@gmail.com
Obstetrics And Gynaecology Society, kclobg@gmail.com
Oncology Society, kcloncologysoc@gmail.com
Open Minds, kclopenminds@gmail.com
Overseas Christian Fellowship (Ocf) Society, Ocflondon@gmail.com
Paediatric Society, getinvolved@kclpaediatrics.com
Pakistani Society, kclpakistansociety@gmail.com
Pharmacology Society, kclpharmacology@gmail.com
Pharmacy Society, kclpharmacysociety@gmail.com
Philosophy Society, philsockcl@gmail.com
Philosophy Politics And Economics Society (Ppe), office@kclppe.com
Physiotherapy Society, kclphysiosoc@gmail.com
Polish Society, kclpolishsociety.contact@gmail.com
Politics Society, kclpolitics@gmail.com
Portuguese Society, contact@kclporsoc.com
Post Graduate Law Society, kclpgls@gmail.com
Probono Society, info@kclprobono.org
Psychology Society, kclpsychologysociety@gmail.com
Public Awareness And Social Service Society (Pass), contact@kclpass.com
Punjabi Soc, kclpunjabisoc2020@gmail.com
Radiology Society, kclradiologysociety@gmail.com
Rag (Raising And Giving), rag@kcl.ac.uk
Rapsoc, kclrapsoc@gmail.com
Reproductive And Sexual Health Society, rsh.kcl@gmail.com
Roar News, president@roarnews.co.uk
Robotics Society, roboticsKCL@gmail.com
Romanian And Moldovan Society, rosockcl@gmail.com
Running-A-Mock, runningamockimprov@gmail.com
Russian Speaking Society, RSS@kcl.ac.uk
Saudi Society, saudisocietykcl@gmail.com
Sikh Society, kingssikhs@gmail.com
Singapore Society, kclsingsoc@gmail.com
South Asian Relief Society, sarsoc19@gmail.com
Spanish Society, hispanicsocietykcl@gmail.com
Splas (Spanish Portuguese And Latin American Studies), kcl.splassoc@gmail.com
Sport And Exercise Medicine Society, semsockcl@gmail.com
Sri Lankan Society, kclsrilankansociety@gmail.com
Star (Student Action For Refugees), kclstar@live.co.uk
Strand Magazine, contact@thestrandmagazine.com
Streetdoctors, southlondon@streetdoctors.org
Streetlaw Society, KCLStreetlaw@kcl.ac.uk
Students For Global Health Kcl, kcl@studentsforglobalhealth.org
Students For Justice For Palestine, kcl.sjpalestine@gmail.com
Students4Syria Society, students4syria@gmail.com
Surgical Society, kclsurgicalsociety@gmail.com
Tamil Society, kcltamilsoc2020@gmail.com
Team Orange Society, 10iremmouche@gmail.com
Tech Society, contact@kcltech.com
Tedx Kcl Club, tedxkclclub@gmail.com
The Edit., theeditpublication@gmail.com
The Fine Wine Society, kcl.finewinesociety@gmail.com
The Rolling Tones, TheRollingTones@outlook.com
Theology And Religious Studies (Trs) Society, daniels.appenteng@kcl.ac.uk
Thinkmental Society, thinkmentalsoc@gmail.com
Trauma And Orthopaedics Society, kclortho@gmail.com
Turkish Society, kclturkishsociety@gmail.com
Uae Society, uaeskcl@gmail.com
Ukulele Society, kclukulele@gmail.com
United Nations Association, team@kcluna.org
Vegetarian And Vegan Society, vegsockcl@gmail.com
Vietnamese Society, vietsoc.kcl@gmail.com
War Studies Society, kingswarstudiessoc@gmail.com
Wholesome Society, wholesomesoc@gmail.com
Wilderness Medicine Society, kclwms@gmail.com
Women And Politics Society, womenpolitics.kcl@gmail.com
Women For Women International Society, womenforwomenint_kcl@outlook.com
Women In Business And Finance Society, kclwibf.committee@gmail.com
Women In Leadership, kcl.womeninleadership@gmail.com
Women In Medicine, kclwim@gmail.com
Women Of The Wohl, womenofthewohl@kcl.ac.uk
Womxn In Stem Society, contact@kclwomeninstem.co.uk
