Name, Email
Indian Society, su233@sunion.warwick.ac.uk
Integrated Science Society, warwickinsoc@gmail.com
International Relations, warwickir@gmail.com
Irish, irishsociety.warwick@gmail.com
Islamic, warwickisoc@warwickisoc.com
Italian Society, warwickitalianstudiessoc@gmail.com
Japan Society, warwickjapan@gmail.com
Jewish Society, warwickjewishsociety@gmail.com
Jewish Students' Kehillah, algoliasearch@4.17
Kharis On Campus, algoliasearch@4.17
Knitting And Crochet Society, warwickknitsoc@gmail.com
Korean, koreansocietywarwick@gmail.com
Krishna Consciousness Society, kcsoc.warwick@gmail.com
Lego Society, algoliasearch@4.17
Liberal Arts Society, algoliasearch@4.17
Mafia Society, su759@warwicksu.com
Make A Smile Warwick, coventry@makeasmile.org.uk
Malaysian Students Association, warwickmsa@gmail.com
Matchday, su720@warwicksu.com
Mauritian Society, su240@warwicksu.com
Minecraft Society, warwickminecraftsociety@gmail.com
Mun Society, warwickunexec@gmail.com
Music Theatre Warwick, musictheatrewarwick.exec@gmail.com
Nepalese Society, Warwicknepalesesociety@gmail.com
Nigerian Society, warwicknigeriansociety@gmail.com
Nightline, nightline@warwick.ac.uk
Nintendo, nintendosoc@warwicksu.com
Nordic, warwicknordicsoc@outlook.com
North African Society, warwicknasoc@gmail.com
Northern Society, warwicknorthern@gmail.com
Offbeat, su256@warwicksu.com
Opera Warwick, su301@warwicksu.com
Pakistani Society, warwickpaksociety@gmail.com
Pantomime, pantowarwick@gmail.com
Pensa Warwick, pensawarwick@gmail.com
Philosophy Society, WarwickPhilosophyExec@WarwickPhilosophy.org
Photosoc, su296@warwicksu.com
Physics Society, su198@warwicksu.com
Poker, warwickpokersoc@gmail.com
Polish Society, polishsocietywarwickuni@gmail.com
Ppe Society, societywarwickppe@gmail.com
Prosper Warwick, algoliasearch@4.17
Psychology, su540@sunion.warwick.ac.uk
Public Speaking Society, warwickpublicspeaking@gmail.com
Puzzle Society, warwickpuzzlesociety@outlook.com
Quiz Society, su342@warwicksu.com
Rag, rag@warwicksu.com
Raw, raw1251.stationmanager@gmail.com
Real Ale, warwickunirealale@gmail.com
Rethink Economics Warwick, warwick@rethinkeconomics.org
Rock Soc, su257@sunion.warwick.ac.uk
Rubik’S Cube Society, warwickrubik@gmail.com
Russian Speaking, rssuniwarwick@gmail.com
Scottish Society, warwickuniscottishsociety@gmail.com
Serbo-Croatian Society, algoliasearch@4.17
Shakespeare, warwick.shakespearesociety@gmail.com
Sikh, warwicksikhsoc@gmail.com
Singsoc, su767@warwicksu.com
Socialist Worker Student Society, algoliasearch@4.17
Sociology Society, warwicksociologysoc@gmail.com
Spanish Studies Society, algoliasearch@4.17
Sri Lankan Society, su245@sunion.warwick.ac.uk
Students For Global Health Warwick (Sfgh), sfghwarwick@gmail.com
Symphony Orchestra, uwso@warwicksu.com
Tabletop Games And Roleplaying Society, su303@warwicksu.com
Tai Chi And Chigong Society, taichiandchigong.warwickuni@gmail.com
Tamil Society, warwicktamilsociety@outlook.com
Taylor Swift Society, swiftsocwarwick@gmail.com
Tech Crew, exec@warwicktechcrew.co.uk
Tedxwarwick, coordinators@tedxwarwick.com
The Black Women'S Project, theblackwomensproject@gmail.com
The Boar, communications@theboar.org
The Vietnamese Society, algoliasearch@4.17
The Writing Society, warwickwrisoc@gmail.com
Turkish Society, warwickturkishsociety@gmail.com
Unicef On Campus, unicefatwarwick@gmail.com
Vegan And Vegetarian Society, warwickvegansoc@gmail.com
Warwick Abacus, warwickabacus@gmail.com
Warwick Action For Palestine, su317@warwicksu.com
Warwick Actuarial Society, algoliasearch@4.17
Warwick Aerospace, warwick.rockets@gmail.com
Warwick Ai, hello@warwick.ai
Warwick Airsoft Society, su490@warwicksu.com
Warwick Albanian Society, uwalbsoc@gmail.com
Warwick Anti-Racism Society, warwickantiracism@gmail.com
Warwick Anti-Sexism Society, warwickantisexismsociety@gmail.com
Warwick Argentine Tango Society, argentinetangowarwick@gmail.com
Warwick Asean Conference, secretary.warwickasean@gmail.com
Warwick Azerbaijan Society, algoliasearch@4.17
Warwick Baking Society, bakesoc.warwick@gmail.com
Warwick Bar Society, warwickbarsoc@gmail.com
Warwick Bass, warwick.bass.soc@gmail.com
Warwick Black Stem Society, warwickblackstem@gmail.com
Warwick Buddhist Society, niseni.ekanayaka@warwick.ac.uk
Warwick Calisthenics, Warwickcalisthenics@gmail.com
Warwick Clothes Circuit, algoliasearch@4.17
Warwick Cocktail Society, warwickcocktailsociety@warwicksu.com
Warwick Congress, congress.warwick@gmail.com
Warwick Conservative Association, warwickconservatives@gmail.com
Warwick Consulting Society, thewarwickconsultingsociety@gmail.com
Warwick Content Creation Society, warwickconsoc@gmail.com
Warwick Cyber Security Society, contact@warwickcybersoc.com
Warwick Data Science Society, warwickdatasciencesociety@gmail.com
Warwick Debating Society, warwickdebating@gmail.com
Warwick Duck Society, warwickducksociety@gmail.com
Warwick Economics Summit, operationscoordinator@warwickeconomicssummit.com
Warwick Emerging Markets Society, warwickemergingmarkets2122@gmail.com
Warwick Enable, warwickenable@gmail.com
Warwick Engineering Society, warwickengsoc@gmail.com
Warwick Entrepreneurs, warwickentrepreneurssociety@gmail.com
Warwick Environmental Social Governance Society, esg.warwick@gmail.com
Warwick Finance Societies, warwickfinancesoc@gmail.com
Warwick First Aid Society, WarwickFirstAidSociety@outlook.com
Warwick Future Female Lawyers (Wffl) Society, warwickfuturefemalelawyers@gmail.com
Warwick Game Design, algoliasearch@4.17
Warwick Ghanaian Society, algoliasearch@4.17
Warwick Greens, greenswarwick@gmail.com
Warwick Gsd, GSDSoc@gmail.com
Warwick Hedge Fund Society, warwickhfs@gmail.com
Warwick Hindu Society, warwicknhsf@gmail.com
Warwick Hungarian Society, warwickhungariansociety@gmail.com
Warwick Improvised Theatre Society, witsexec@gmail.com
Warwick Inspire, warwickinspire2425@gmail.com
Warwick International And European Law Society, WarwickIELS@gmail.com
Warwick Kickstart, hello@kickstartwarwick.com
Warwick K-Pop Society, warwickkpops@gmail.com
Warwick Language Society, warwicklanguagesociety@gmail.com
Warwick Latin American Society, su815@warwicksu.com
Warwick Law Society, warwicklawsociety@gmail.com
Warwick Left Society, warwickleftsociety@warwicksu.com
Warwick Legal Tech Society, warwicklegaltechsociety@gmail.com
Warwick Liberal Democrats, warwicklibdems@gmail.com
Warwick Literature Society, su190@warwicksu.com
Warwick Mahjong Society, warwickmahjongsociety@gmail.com
Warwick Mandarin Chinese Society, algoliasearch@4.17
Warwick Marrow Society, warwick@ukmarrow.org
Warwick Marxists, warwickmarxists@gmail.com
Warwick Maths Society, society@warwickmaths.org
Warwick Medical Society, medsoc@warwicksu.com
Warwick Mfc Equity, junsu.lim@warwick.ac.uk
Warwick Myanmar Society (Wmms), algoliasearch@4.17
Warwick Natural History Society, algoliasearch@4.17
Warwick Neuroscience Society, warwickneurosciencesociety@gmail.com
Warwick Oxfam, warwickoxfamsoc@gmail.com
Warwick Piano, warwickpiano@gmail.com
Warwick Plan, contact@warwickplan.co.uk
Warwick Pole And Aerial Arts, su419@warwicksu.com
Warwick Politics Society, contact@warwickpolsoc.com
Warwick Postgraduate Society, warwickpgsoc@gmail.com
Warwick Pride, warwickprideofficial@gmail.com
Warwick Psychedelic Research Society, warwickpsychs@gmail.com
Warwick Quadball Society, su711@warwicksu.com
Warwick Real Estate And Construction Society, maanya.gupta@warwick.ac.uk
Warwick Retail And Luxury Business Society (Reluso), warwickluxretail@gmail.com
Warwick Salsa, warwicksalsa397@gmail.com
Warwick Singapore Society, secretary.warwicksingsoc@gmail.com
Warwick Star, staratwarwick@gmail.com
Warwick Statistics Society, warwickstatisticssocietyexec@gmail.com
Warwick Strings, warwickstrings@outlook.com
Warwick Student Arts Festival, info@wsaf.org.uk
Warwick Student Cinema, info@warwick.film
Warwick Student Scouts And Guides Organisation (Ssago), warwick@ssago.org
Warwick Tap, su330@warwicksu.com
Warwick Telugu Society, warwicktelugusociety@gmail.com
Warwick Thai Society, warwickthaisociety@warwicksu.com
Warwick Think Tank Society, warwickthinktanksoc@gmail.com
Warwick Trading Society, warwicktradingsoc@gmail.com
Warwick Trans* Society, transsocietywarwick@gmail.com
Warwick Travel Society, algoliasearch@4.17
Warwick Ukrainian Society, algoliasearch@4.17
Warwick University Drama Society (Wuds), su332@warwicksu.com
Warwick University Furry Society (Wufs), algoliasearch@4.17
Warwick University Playwriting Society, su247@sunion.warwick.ac.uk
Warwick University Run Club Society, algoliasearch@4.17
Warwick Vocaloid Society, warwickvocaloid@gmail.com
Warwick Welsh Society, CG.Warwick.WS@gmail.com
Warwick Wine And Oenology Society, algoliasearch@4.17
Warwick Women In Economics Society, warwickwie@gmail.com
Warwick Women In Engineering And Science, warwickwes.official@gmail.com
Warwick Women’S Careers, warwick.women.careers@gmail.com
Whkpass, warwickhkpass1@gmail.com
Who Soc, algoliasearch@4.17
Wind Orchestra, uniofwarwickwindorch@gmail.com
Yoga, algoliasearch@4.17
