Name, Email
Gin Society, Gin@nottingham.ac.uk
Coeliac Society, glutenfreesoc@gmail.com
Hacksoc, info@hacksocnotts.co.uk
Hide And Soc, uonhideandsoc@gmail.com
Hindu Society, nhsfnottingham@gmail.com
Hip Hop Society, uonhiphopsoc@gmail.com
Hispanic, uonhispanicsociety@outlook.com
History Society, nottshistsoc@hotmail.co.uk
Hope Soc, hopesoc@outlook.com
Ice Skating Society, uon_ice@outlook.com
Student Improv, Improv@nottingham.ac.uk
Indian Dance Society, uon.indiandancesoc@gmail.com
Indian Society, indiansociety@nottingham.ac.uk
Indonesian, indosoc@hotmail.com
Indoor Cricket Soc (Ics), indoor_cricket@yahoo.com
Iranian Society, su-irsoc@nottingham.ac.uk
Irish Society, irishsoc@nottingham.ac.uk
Islamic Society, nottsisoc@gmail.com
Italian Society, italiansocietyuon@gmail.com
Jain Society, jainsocietynottingham@outlook.com
Jewish And Israel Society, jsoc@nottingham.ac.uk
Jordanian Society, epyza1@nottingham.ac.uk
Jumpers For Goal Posts, pcyjs13@nottingham.ac.uk
Kettlesoc, kettlesoc@live.co.uk
Kiss Soc, uonkiss@gmail.com
Korean Society, uonkoreansociety@gmail.com
K-Pop Society, uonkpop@nottingham.ac.uk
Krishna Consciousness Society, eayrl1@nottingham.ac.uk
Nottingham Labour Students, nottinghamlabourclub@gmail.com
Latin Ballroom And Salsa, society@lbss.org.uk
Law Soc, lawsociety@nottingham.ac.uk
Left Society, uonleftsoc@gmail.com
Living Wage Campaign, socsportadmin@nottingham.ac.uk
Magic Society - University Of Nottingham, enquiries@nottinghammagicians.co.uk
University Of Nottingham Mahjong Society, mahjong.nottingham@gmail.com
Matchmaking Society, matchmaking@nottingham.ac.uk
Mathsoc, mathsoc@nottingham.ac.uk
Mauritian Society, afyakb@nottingham.ac.uk
Mechsoc, nottingham.mechsoc@gmail.com
Living History, enyar7@nottingham.ac.uk
Medlife, medlife@nottingham.ac.uk
Mexican Society, mexsocuon@gmail.com
Midwifery Society, ntyceba@nottingham.ac.uk
Mobo Soc, socsportadmin@nottingham.ac.uk
Mooting, mooting@nottingham.ac.uk
Musicality, sumusicality@nottingham.ac.uk
Mussoc, info@mussoc.org.uk
Natsci Soc, sunatscisoc@nottingham.ac.uk
Negotiation Society, sunegotiationsoc@nottingham.ac.uk
Nerf Soc, nerfsoc@gmail.com
Neuroscience Society, suneurosoc@nottingham.ac.uk
Nigerian Society, sunigeriansociety@nottingham.ac.uk
Nordic Society, lgysjhe@nottingham.ac.uk
Nottingham Entrepreneurs, info@nottingham-entrepreneurs.co.uk
Nottingham Hong Kong Public Affairs And Social Services (Hkpass), nottinghampass@gmail.com
Nottingham Malaysian Society, nms.notts@gmail.com
Nottingham Trading And Investment Society, UONTradingSociety@outlook.com
Nudance (Dance Society), sudancesoc@nottingham.ac.uk
Omani Society, nottsomanisoc@gmail.com
Oxfam Society, oxfamsocietynottingham@gmail.com
Pakistan Society, llysr6@nottingham.ac.uk
Palestinian, uonpalsoc@gmail.com
Pgce Society, socsportadmin@nottingham.ac.uk
Phabsoc, megan.peters@phabnottingham.co.uk
Pharmacy, pharmsocuon1@gmail.com
Philsoc, philsoc@nottingham.ac.uk
Photosoc, pcyab11@nottingham.ac.uk
Physsoc, OS-PhysSoc@nottingham.ac.uk
Poetry And Spoken Word, poetrysocnotts@outlook.com
Poker Society, nupokersoc@hotmail.co.uk
Pole Dance Society, UoNpoledance@outlook.com
Politics, nottspolsoc@nottingham.ac.uk
Postgraduate Engineering Society, os-pges@nottingham.ac.uk
Ppe Society, ppesociety@nottingham.ac.uk
Pro Bono Society, lawprobono@nottingham.ac.uk
Pro Choice, uonprochoice@gmail.com
Psychology Society (Psychosoc), supsychologysoc@nottingham.ac.uk
Pub Quiz Society, ahylb6@nottingham.ac.uk
Public Speaking Society, publicspeaking@nottingham.ac.uk
Punjabi Society, uonpunjabisociety@nottingham.ac.uk
Punksoc, punksoc@gmail.com
Quidditch And Harry Potter Society, quidditchhpsoc@gmail.com
Radical Youth, rynotts@gmail.com
Real Ale, nurealale@gmail.com
Recreational Running, payhm3@nottingham.ac.uk
Renewable Energy Society, RESocNotts@gmail.com
Revival Gospel Choir, abyka1@nottingham.ac.uk
Rocksoc, uonrocksociety@gmail.com
Role-Playing And Wargames Society, rpgsoc@gmail.com
Russian, nottsrussiansociety@gmail.com
Saudi Society, saudisocietyn@gmail.com
Scout And Guide, notts.snogs@gmail.com
Sign Language, signsocnottingham@gmail.com
Sikh, uonsikhsoc1@gmail.com
Malaysian And Singaporean, nottinghamsingaporesociety@gmail.com
Slavonic Society, avyak@nottingham.ac.uk
Slovak And Czech Society, skcz.uon@gmail.com
Socialist Students Society, UoNsocialiststudents@outlook.com
Sociology Soc, lqyblw@nottingham.ac.uk
Somali Society, uonsomsoc@gmail.com
Song Writing Society, eeyir1@nottingham.ac.uk
Sri Lankan Society, uonslsoc@yahoo.com
Star (Student Action For Refugees), nottinghamstar@gmail.com
Medsin, leo.notts@gmail.com
Students For Life, nottinghamstudentsforlife@gmail.com
Sudanese Nile, uonsudansoc@gmail.com
Sustainability, os-sussoc@nottingham.ac.uk
Sustainable Building Technology, elaminawad.ramadanmohamed@nottingham.ac.uk
Swing, info@swingsoc.co.uk
Uon Taiwan Society, liyrcy@nottingham.ac.uk
Tamil, NottinghamTamilsoc@hotmail.com
Thai Society, uonthaisociety@gmail.com
The Bar Society, barsociety@nottingham.ac.uk
The Global Society, theglobalsociety@nottingham.ac.uk
The Mic, themic@themicmagazine.co.uk
The Silver Screen, tsscreen@gmail.com
Architects Lectures, suarchitectslectures@nottingham.ac.uk
Travel Society, info.travelsociety@gmail.com
Turkish Society, turksoc@nottingham.ac.uk
Un Women Uk Nottingham, unwomenuknottingham@gmail.com
Underground Music Society, apylp3@nottingham.ac.uk
Unicef, nottinghamunicef@gmail.com
Model United Nations, society@nottsmun.org
Liberal Democrats, leyekw@nottingham.ac.uk
Vegetarian And Vegan, vegsoc@nottingham.ac.uk
Vietnamese, vietnamesesociety.nottingham@gmail.com
Wateraid, mbysb10@nottingham.ac.uk
Welsh Society, uonwelshsoc@gmail.com
Wine And Spirits, leyon1@nottingham.ac.uk
Wing Chun Kung Fu, afypc@nottingham.ac.uk
Women In Law, wilsociety@nottingham.ac.uk
Women In Medicine And Surgery, wimasnottingham@gmail.com
Women'S Engineering Society, WESNottingham@gmail.com
Yoga Society, suyogasoc@nottingham.ac.uk
